admin1_name,season_yr,season_num,DER.sos,DER.eos,season_length_days,total_rain_mm
Homa Bay,2010,2,2010-10-01 00:00:00,2011-01-05 00:00:00,96,7114.800000000001
Homa Bay,2011,1,2011-04-02 00:00:00,2011-08-13 00:00:00,133,11257.799999999997
Homa Bay,2011,3,2011-09-23 00:00:00,2012-01-10 00:00:00,109,21710.2
Homa Bay,2012,1,2012-04-14 00:00:00,2012-09-05 00:00:00,144,31631.90000000001
Homa Bay,2012,2,2012-10-11 00:00:00,2013-01-23 00:00:00,104,7113.500000000001
Homa Bay,2013,1,2013-04-01 00:00:00,2013-06-25 00:00:00,85,9284.800000000001
Homa Bay,2013,2,2013-09-28 12:00:00,2014-01-25 00:00:00,118,8815.800000000001
Homa Bay,2014,1,2014-03-29 12:00:00,2014-07-30 12:00:00,123,12684.199999999999
Homa Bay,2014,2,2014-10-02 00:00:00,2015-01-09 00:00:00,99,6127.200000000001
Homa Bay,2015,1,2015-04-11 00:00:00,2015-08-06 00:00:00,117,13829.900000000003
Homa Bay,2015,2,2015-10-25 00:00:00,2016-02-02 00:00:00,100,9586.1
Homa Bay,2016,1,2016-04-13 00:00:00,2016-07-06 12:00:00,84,8660.0
Homa Bay,2016,2,2016-10-01 00:00:00,2016-12-31 00:00:00,91,9209.800000000001
Homa Bay,2017,1,2017-03-25 00:00:00,2017-07-15 12:00:00,112,13080.700000000003
Homa Bay,2017,2,2017-09-24 00:00:00,2017-12-27 00:00:00,94,7496.7
Homa Bay,2018,1,2018-03-23 12:00:00,2018-08-03 00:00:00,132,19605.000000000004
Homa Bay,2018,2,2018-10-17 00:00:00,2019-01-16 00:00:00,91,8707.900000000001
Homa Bay,2019,1,2019-04-20 00:00:00,2019-08-21 00:00:00,123,12006.800000000005
Homa Bay,2019,2,2019-10-12 00:00:00,2020-02-05 00:00:00,116,8008.800000000001
Homa Bay,2020,1,2020-04-19 00:00:00,2020-07-18 00:00:00,90,8377.2
Homa Bay,2020,2,2020-10-08 00:00:00,2021-01-17 12:00:00,101,9708.4
Homa Bay,2021,1,2021-04-14 00:00:00,2021-07-08 00:00:00,85,8976.5
Homa Bay,2021,2,2021-09-26 00:00:00,2021-12-30 12:00:00,95,4878.300000000001
Homa Bay,2022,1,2022-04-07 00:00:00,2022-08-05 00:00:00,120,20940.200000000004
Homa Bay,2022,2,2022-10-02 00:00:00,2023-01-16 00:00:00,106,10767.7
Homa Bay,2023,1,2023-03-25 00:00:00,2023-07-31 00:00:00,128,19651.999999999996
Homa Bay,2023,2,2023-10-03 12:00:00,2024-02-21 00:00:00,140,8097.699999999999
Homa Bay,2024,1,2024-04-10 00:00:00,2024-07-09 00:00:00,90,8396.7
Homa Bay,2024,2,2024-10-09 00:00:00,2024-12-17 00:00:00,69,7686.999999999999
Ilemi Triangle,2000,1,2000-07-30 00:00:00,2000-12-24 12:00:00,147,1667.0999999999997
Ilemi Triangle,2001,1,2001-05-16 00:00:00,2001-08-21 00:00:00,97,623.0
Ilemi Triangle,2001,2,2001-10-16 00:00:00,2001-12-26 00:00:00,71,1553.2000000000003
Ilemi Triangle,2002,1,2002-04-21 00:00:00,2002-07-22 12:00:00,92,3391.9999999999995
Ilemi Triangle,2002,2,2002-10-31 00:00:00,2003-01-23 00:00:00,84,1040.7
Ilemi Triangle,2003,1,2003-04-10 12:00:00,2003-06-10 00:00:00,60,2385.3999999999996
Ilemi Triangle,2003,2,2003-08-07 00:00:00,2003-12-29 00:00:00,144,2975.0
Ilemi Triangle,2004,1,2004-04-10 00:00:00,2004-06-01 00:00:00,52,1066.5000000000002
Ilemi Triangle,2004,2,2004-11-05 00:00:00,2005-01-13 12:00:00,69,3172.5999999999995
Ilemi Triangle,2005,1,2005-05-03 00:00:00,2005-07-10 12:00:00,68,2925.3
Ilemi Triangle,2005,2,2005-08-19 00:00:00,2005-10-30 00:00:00,72,323.1
Ilemi Triangle,2006,1,2006-10-30 12:00:00,2007-02-04 12:00:00,97,7655.9000000000015
Ilemi Triangle,2007,1,2007-05-04 12:00:00,2007-10-18 12:00:00,167,15655.7
Ilemi Triangle,2008,1,2008-07-11 00:00:00,2008-12-06 00:00:00,148,3796.4
Ilemi Triangle,2009,1,2009-03-29 00:00:00,2009-06-11 00:00:00,74,2625.8
Ilemi Triangle,2009,2,2009-11-06 00:00:00,2010-01-29 00:00:00,84,1964.2
Ilemi Triangle,2010,1,2010-02-28 12:00:00,2010-06-22 12:00:00,114,5496.999999999999
Ilemi Triangle,2010,2,2010-08-23 00:00:00,2010-11-24 00:00:00,93,694.3000000000002
Ilemi Triangle,2011,1,2011-08-31 00:00:00,2012-01-30 00:00:00,152,12022.4
Ilemi Triangle,2012,1,2012-04-22 00:00:00,2012-12-09 00:00:00,231,12491.500000000002
Ilemi Triangle,2013,1,2013-04-03 00:00:00,2013-08-08 00:00:00,127,4914.499999999999
Ilemi Triangle,2013,2,2013-10-11 12:00:00,2013-12-18 00:00:00,67,413.30000000000007
Ilemi Triangle,2014,1,2014-03-12 00:00:00,2014-05-15 00:00:00,64,2006.7
Ilemi Triangle,2014,2,2014-08-13 00:00:00,2014-12-23 00:00:00,132,6466.1
Ilemi Triangle,2015,1,2015-03-31 00:00:00,2015-07-28 00:00:00,119,5095.499999999999
Ilemi Triangle,2015,2,2015-10-31 00:00:00,2016-01-05 00:00:00,66,2306.0
Ilemi Triangle,2016,1,2016-04-17 00:00:00,2016-08-26 00:00:00,131,3277.3000000000006
Ilemi Triangle,2017,1,2017-08-16 12:00:00,2017-12-07 00:00:00,112,4538.299999999999
Ilemi Triangle,2018,1,2018-04-16 00:00:00,2018-07-20 00:00:00,95,4857.199999999999
Ilemi Triangle,2018,2,2018-11-23 12:00:00,2019-01-19 12:00:00,57,294.2
Ilemi Triangle,2019,1,2019-05-23 00:00:00,2019-09-14 00:00:00,114,1707.9999999999995
Ilemi Triangle,2019,2,2019-09-23 00:00:00,2019-11-27 12:00:00,65,231.20000000000002
Ilemi Triangle,2020,1,2020-03-10 00:00:00,2020-12-19 00:00:00,284,7962.700000000001
Ilemi Triangle,2021,1,2021-04-17 12:00:00,2021-11-10 00:00:00,206,10641.899999999998
Ilemi Triangle,2022,1,2022-04-12 00:00:00,2022-08-20 00:00:00,130,3764.5999999999995
Ilemi Triangle,2022,2,2022-08-27 00:00:00,2022-12-23 12:00:00,118,196.90000000000006
Ilemi Triangle,2023,1,2023-03-21 00:00:00,2023-06-07 00:00:00,78,4641.799999999998
Ilemi Triangle,2023,2,2023-10-13 00:00:00,2024-01-17 00:00:00,96,7355.900000000001
Ilemi Triangle,2024,1,2024-03-31 00:00:00,2024-06-10 00:00:00,71,5316.7
Ilemi Triangle,2024,2,2024-08-02 00:00:00,2024-12-18 00:00:00,138,5479.999999999999
Isiolo,2000,1,2000-10-28 00:00:00,2001-01-06 00:00:00,70,24046.0
Isiolo,2001,1,2001-03-30 00:00:00,2001-06-19 12:00:00,81,16414.0
Isiolo,2001,3,2001-11-01 00:00:00,2002-01-12 00:00:00,72,31272.199999999997
Isiolo,2002,1,2002-04-15 00:00:00,2002-06-12 00:00:00,58,13781.6
Isiolo,2002,2,2002-10-31 00:00:00,2003-01-14 00:00:00,75,18121.499999999996
Isiolo,2003,1,2003-04-15 00:00:00,2003-06-09 00:00:00,55,40938.5
Isiolo,2003,2,2003-11-07 00:00:00,2004-01-22 00:00:00,76,18620.699999999997
Isiolo,2004,1,2004-03-26 00:00:00,2004-05-28 00:00:00,63,12243.4
Isiolo,2004,3,2004-10-15 00:00:00,2005-01-05 00:00:00,82,51764.0
Isiolo,2005,1,2005-04-18 00:00:00,2005-06-18 00:00:00,61,17104.4
Isiolo,2005,2,2005-11-03 00:00:00,2005-12-27 00:00:00,54,3641.5000000000005
Isiolo,2006,1,2006-04-01 00:00:00,2006-05-28 00:00:00,57,15244.399999999998
Isiolo,2006,2,2006-10-30 00:00:00,2007-01-15 00:00:00,77,50930.8
Isiolo,2007,1,2007-04-05 00:00:00,2007-06-01 00:00:00,57,6240.099999999999
Isiolo,2007,2,2007-10-29 00:00:00,2008-02-01 12:00:00,95,10948.5
Isiolo,2008,1,2008-04-04 00:00:00,2008-06-02 00:00:00,59,19171.6
Isiolo,2008,3,2008-10-17 12:00:00,2008-12-22 00:00:00,65,17950.5
Isiolo,2009,1,2009-10-12 00:00:00,2010-02-02 00:00:00,113,69849.0
Isiolo,2010,1,2010-03-07 00:00:00,2010-05-15 12:00:00,69,30624.599999999995
Isiolo,2010,2,2010-10-29 00:00:00,2010-12-27 00:00:00,59,10993.800000000003
Isiolo,2011,2,2011-10-24 00:00:00,2012-01-07 12:00:00,75,47295.3
Isiolo,2012,1,2012-04-09 00:00:00,2012-06-04 12:00:00,56,2890.6
Isiolo,2012,3,2012-10-02 00:00:00,2013-01-22 00:00:00,112,42328.59999999999
Isiolo,2013,1,2013-03-23 00:00:00,2013-05-18 00:00:00,56,21967.8
Isiolo,2013,2,2013-11-01 00:00:00,2014-01-02 00:00:00,62,13512.900000000001
Isiolo,2014,1,2014-03-14 00:00:00,2014-05-16 00:00:00,63,23581.600000000002
Isiolo,2014,2,2014-11-07 00:00:00,2015-01-03 00:00:00,57,15712.5
Isiolo,2015,1,2015-03-29 00:00:00,2015-05-30 00:00:00,62,11156.900000000001
Isiolo,2015,2,2015-11-06 00:00:00,2016-01-12 00:00:00,67,36792.9
Isiolo,2016,1,2016-04-15 00:00:00,2016-06-18 00:00:00,64,14166.3
Isiolo,2016,3,2016-10-28 00:00:00,2017-01-22 00:00:00,86,74810.59999999999
Isiolo,2017,1,2017-04-20 12:00:00,2017-06-30 00:00:00,70,825.6999999999998
Isiolo,2017,2,2017-10-26 00:00:00,2017-12-22 00:00:00,57,18652.7
Isiolo,2018,1,2018-03-20 00:00:00,2018-06-02 00:00:00,74,63257.7
Isiolo,2018,2,2018-11-14 00:00:00,2019-01-11 00:00:00,58,16164.399999999998
Isiolo,2019,2,2019-10-25 00:00:00,2020-02-12 00:00:00,110,117904.7
Isiolo,2020,1,2020-04-03 00:00:00,2020-05-31 00:00:00,58,22670.600000000006
Isiolo,2020,3,2020-10-16 00:00:00,2021-01-19 00:00:00,95,91344.20000000001
Isiolo,2021,1,2021-04-04 00:00:00,2021-06-11 00:00:00,68,8205.0
Isiolo,2021,2,2021-11-26 00:00:00,2022-01-21 00:00:00,56,6792.700000000001
Isiolo,2022,1,2022-04-03 00:00:00,2022-05-29 00:00:00,56,2626.7
Isiolo,2022,2,2022-10-05 00:00:00,2023-01-08 00:00:00,95,19659.100000000006
Isiolo,2023,1,2023-04-07 00:00:00,2023-06-03 00:00:00,57,23689.599999999995
Isiolo,2023,2,2023-11-07 00:00:00,2024-01-22 00:00:00,76,34283.399999999994
Isiolo,2024,1,2024-04-01 00:00:00,2024-06-05 00:00:00,65,22504.699999999997
Isiolo,2024,2,2024-10-26 00:00:00,2024-12-17 00:00:00,52,43482.5
Kajiado,2000,1,2000-04-09 00:00:00,2000-06-11 00:00:00,63,109.4
Kajiado,2000,2,2000-11-13 00:00:00,2000-11-28 00:00:00,15,0.0
Kajiado,2001,1,2000-11-28 00:00:00,2001-06-05 00:00:00,189,76808.90000000002
Kajiado,2001,2,2001-11-01 00:00:00,2002-02-02 00:00:00,93,7797.600000000001
Kajiado,2002,1,2002-02-08 00:00:00,2002-06-29 00:00:00,141,34332.30000000001
Kajiado,2002,2,2002-11-09 00:00:00,2002-12-04 12:00:00,25,0.0
Kajiado,2003,1,2002-12-04 12:00:00,2003-03-14 00:00:00,99,20487.399999999998
Kajiado,2003,2,2003-04-20 12:00:00,2003-07-09 00:00:00,79,26961.599999999995
Kajiado,2003,3,2003-11-02 00:00:00,2004-01-04 00:00:00,63,710.5
Kajiado,2004,1,2004-01-17 00:00:00,2004-06-10 00:00:00,145,48359.5
Kajiado,2004,2,2004-11-03 00:00:00,2005-01-20 12:00:00,78,7152.3
Kajiado,2005,1,2005-03-16 00:00:00,2005-06-17 00:00:00,93,39672.600000000006
Kajiado,2005,2,2005-11-03 12:00:00,2006-01-11 12:00:00,69,3690.5999999999995
Kajiado,2006,1,2006-03-15 00:00:00,2006-06-13 00:00:00,90,47371.7
Kajiado,2006,2,2006-11-04 00:00:00,2006-11-18 00:00:00,14,0.0
Kajiado,2007,1,2006-11-18 00:00:00,2007-06-26 00:00:00,220,127526.70000000004
Kajiado,2008,1,2008-02-13 00:00:00,2008-05-27 00:00:00,104,60635.299999999996
Kajiado,2008,2,2008-10-26 00:00:00,2008-12-23 00:00:00,58,13230.699999999999
Kajiado,2009,1,2009-04-15 00:00:00,2009-07-23 00:00:00,99,21825.199999999997
Kajiado,2010,1,2009-12-19 00:00:00,2010-06-22 00:00:00,185,82656.1
Kajiado,2010,2,2010-11-05 00:00:00,2011-01-17 00:00:00,73,10464.8
Kajiado,2011,1,2011-02-26 00:00:00,2011-05-30 00:00:00,93,18324.1
Kajiado,2011,3,2011-10-31 12:00:00,2012-01-04 00:00:00,64,51723.29999999999
Kajiado,2012,1,2012-04-11 00:00:00,2012-07-03 00:00:00,83,36709.8
Kajiado,2012,2,2012-10-27 12:00:00,2013-01-14 00:00:00,78,0.0
Kajiado,2013,1,2013-01-14 00:00:00,2013-06-19 00:00:00,156,105647.1
Kajiado,2013,3,2013-11-16 00:00:00,2013-11-26 00:00:00,10,0.0
Kajiado,2014,1,2013-11-26 00:00:00,2014-05-20 00:00:00,175,54802.4
Kajiado,2014,2,2014-11-05 00:00:00,2015-01-21 00:00:00,77,17994.099999999995
Kajiado,2015,1,2015-04-06 00:00:00,2015-06-25 00:00:00,80,32231.899999999998
Kajiado,2015,3,2015-10-25 00:00:00,2015-12-03 00:00:00,39,0.0
Kajiado,2016,1,2015-12-03 00:00:00,2016-06-21 00:00:00,201,38214.799999999996
Kajiado,2016,2,2016-11-08 00:00:00,2017-01-06 00:00:00,59,14151.899999999998
Kajiado,2017,1,2017-03-30 00:00:00,2017-06-17 00:00:00,79,15275.099999999995
Kajiado,2017,2,2017-10-31 00:00:00,2018-02-02 00:00:00,94,21409.69999999999
Kajiado,2018,1,2018-03-17 00:00:00,2018-07-14 00:00:00,119,75771.10000000002
Kajiado,2018,2,2018-11-21 00:00:00,2019-01-20 00:00:00,60,19711.1
Kajiado,2019,1,2019-04-18 12:00:00,2019-06-30 00:00:00,72,28931.6
Kajiado,2019,3,2019-10-28 00:00:00,2019-11-13 00:00:00,16,0.0
Kajiado,2020,1,2019-11-13 00:00:00,2020-07-06 00:00:00,236,123345.40000000002
Kajiado,2020,2,2020-11-03 00:00:00,2021-01-08 00:00:00,66,2228.1
Kajiado,2021,1,2021-01-08 00:00:00,2021-06-27 00:00:00,170,47404.80000000001
Kajiado,2021,2,2021-11-27 00:00:00,2022-01-04 00:00:00,38,0.0
Kajiado,2022,1,2022-01-04 00:00:00,2022-06-14 00:00:00,161,22050.4
Kajiado,2022,3,2022-11-09 00:00:00,2023-01-11 00:00:00,63,9897.3
Kajiado,2023,1,2023-03-30 00:00:00,2023-06-09 00:00:00,71,25107.599999999995
Kajiado,2023,2,2023-10-30 00:00:00,2023-11-15 00:00:00,16,0.0
Kajiado,2024,1,2023-11-15 00:00:00,2024-07-16 00:00:00,244,102748.90000000001
Kajiado,2024,3,2024-10-22 00:00:00,2024-12-18 00:00:00,57,31831.0
Kakamega,2000,1,2000-04-19 00:00:00,2001-01-20 00:00:00,276,41997.90000000001
Kakamega,2001,1,2001-04-11 00:00:00,2001-12-31 00:00:00,264,59539.899999999994
Kakamega,2002,1,2002-04-02 12:00:00,2002-08-29 00:00:00,148,11393.3
Kakamega,2002,2,2002-10-13 12:00:00,2003-01-23 12:00:00,102,3767.5
Kakamega,2003,1,2003-04-11 00:00:00,2003-10-15 00:00:00,187,28952.800000000003
Kakamega,2004,1,2004-04-03 00:00:00,2005-01-08 12:00:00,280,44893.3
Kakamega,2005,1,2005-04-01 00:00:00,2005-12-11 00:00:00,254,57005.7
Kakamega,2006,1,2006-03-20 00:00:00,2006-10-16 00:00:00,210,43191.39999999999
Kakamega,2006,2,2006-10-22 00:00:00,2007-01-29 12:00:00,99,7562.4
Kakamega,2007,1,2007-05-30 00:00:00,2007-12-03 00:00:00,187,17978.299999999996
Kakamega,2008,1,2008-04-13 00:00:00,2008-12-09 00:00:00,240,46574.6
Kakamega,2009,1,2009-04-10 00:00:00,2010-01-17 00:00:00,282,28018.100000000002
Kakamega,2010,1,2010-05-08 00:00:00,2011-01-12 00:00:00,249,41799.09999999999
Kakamega,2011,1,2011-04-13 00:00:00,2012-01-03 12:00:00,265,58479.499999999985
Kakamega,2012,1,2012-04-18 00:00:00,2013-02-09 00:00:00,297,51395.799999999996
Kakamega,2013,1,2013-04-01 00:00:00,2014-01-13 00:00:00,287,52567.600000000006
Kakamega,2014,1,2014-04-03 12:00:00,2015-01-03 00:00:00,274,55937.89999999999
Kakamega,2015,1,2015-04-14 12:00:00,2015-09-18 00:00:00,156,11477.799999999997
Kakamega,2015,2,2015-10-19 00:00:00,2016-01-24 00:00:00,97,7427.9000000000015
Kakamega,2016,1,2016-04-16 00:00:00,2016-08-28 12:00:00,134,18948.000000000004
Kakamega,2016,2,2016-10-02 00:00:00,2016-12-16 00:00:00,75,2179.0
Kakamega,2017,1,2017-03-23 00:00:00,2017-12-20 00:00:00,272,55497.7
Kakamega,2018,1,2018-03-26 00:00:00,2018-10-13 00:00:00,201,43491.899999999994
Kakamega,2019,1,2019-04-26 00:00:00,2020-03-10 00:00:00,319,58948.29999999999
Kakamega,2020,1,2020-04-18 00:00:00,2020-08-04 00:00:00,108,23926.399999999998
Kakamega,2020,2,2020-10-04 00:00:00,2021-01-18 00:00:00,106,6140.0
Kakamega,2021,1,2021-04-16 00:00:00,2021-12-30 00:00:00,258,59712.7
Kakamega,2022,1,2022-04-10 00:00:00,2023-01-14 12:00:00,279,69162.3
Kakamega,2023,1,2023-04-05 00:00:00,2023-08-21 00:00:00,138,27942.0
Kakamega,2023,2,2023-10-03 00:00:00,2024-01-28 00:00:00,117,15698.7
Kakamega,2024,1,2024-06-06 12:00:00,2024-12-15 00:00:00,191,41962.2
Kericho,2000,1,2000-04-12 00:00:00,2000-09-29 00:00:00,170,3488.9000000000005
Kericho,2000,2,2000-10-26 00:00:00,2001-01-30 00:00:00,96,6095.000000000001
Kericho,2001,1,2001-04-07 00:00:00,2002-01-03 00:00:00,271,41540.50000000001
Kericho,2002,1,2002-04-02 00:00:00,2002-09-21 00:00:00,172,10288.1
Kericho,2002,2,2002-11-01 12:00:00,2003-01-31 12:00:00,91,4656.900000000001
Kericho,2003,1,2003-04-12 00:00:00,2004-01-02 12:00:00,265,35035.400000000016
Kericho,2004,1,2004-04-01 12:00:00,2004-09-05 00:00:00,156,8452.5
Kericho,2004,2,2004-09-29 00:00:00,2005-02-14 12:00:00,138,8626.0
Kericho,2005,1,2005-03-18 00:00:00,2005-10-20 00:00:00,216,7278.0999999999985
Kericho,2006,1,2006-03-20 00:00:00,2006-09-30 00:00:00,194,15177.6
Kericho,2006,2,2006-10-27 00:00:00,2007-01-30 00:00:00,95,8735.699999999999
Kericho,2007,1,2007-05-26 00:00:00,2008-01-05 00:00:00,224,31031.000000000004
Kericho,2008,1,2008-04-07 00:00:00,2008-12-27 00:00:00,264,20613.2
Kericho,2009,1,2009-04-17 00:00:00,2009-09-11 00:00:00,147,2730.5
Kericho,2009,2,2009-10-08 00:00:00,2010-01-12 00:00:00,96,1035.3
Kericho,2010,1,2010-02-03 00:00:00,2011-01-19 00:00:00,350,43025.1
Kericho,2011,1,2011-04-08 00:00:00,2012-01-15 00:00:00,282,51354.5
Kericho,2012,1,2012-04-18 00:00:00,2013-02-26 00:00:00,314,41130.799999999996
Kericho,2013,1,2013-04-10 00:00:00,2014-01-21 00:00:00,286,45201.899999999994
Kericho,2014,1,2014-04-13 12:00:00,2015-01-14 00:00:00,275,28471.500000000007
Kericho,2015,1,2015-04-16 00:00:00,2015-09-30 00:00:00,167,12328.200000000004
Kericho,2015,2,2015-10-28 00:00:00,2016-02-03 00:00:00,98,8749.400000000001
Kericho,2016,1,2016-05-14 00:00:00,2017-01-02 00:00:00,233,27217.200000000004
Kericho,2017,1,2017-03-23 00:00:00,2017-12-30 00:00:00,282,31541.0
Kericho,2018,1,2018-03-24 00:00:00,2018-10-31 00:00:00,221,27756.69999999999
Kericho,2019,1,2019-05-07 00:00:00,2020-03-29 00:00:00,327,52960.700000000004
Kericho,2020,1,2020-05-22 00:00:00,2020-10-19 00:00:00,150,2407.5000000000005
Kericho,2021,1,2021-04-28 00:00:00,2022-01-16 00:00:00,263,38124.3
Kericho,2022,1,2022-04-08 00:00:00,2023-01-19 00:00:00,286,63562.5
Kericho,2023,1,2023-03-28 00:00:00,2023-08-29 00:00:00,154,10810.9
Kericho,2023,2,2023-10-11 00:00:00,2024-02-03 00:00:00,115,1011.2000000000006
Kericho,2024,1,2024-05-12 00:00:00,2024-12-10 00:00:00,212,18110.500000000004
Kiambu,2000,1,2000-04-10 00:00:00,2000-07-09 00:00:00,90,1862.7
Kiambu,2001,1,2000-11-27 12:00:00,2001-07-10 12:00:00,225,20877.5
Kiambu,2001,2,2001-11-04 00:00:00,2002-02-14 00:00:00,102,5515.399999999998
Kiambu,2002,1,2002-03-16 00:00:00,2002-07-06 00:00:00,112,11080.500000000002
Kiambu,2002,2,2002-11-01 00:00:00,2003-02-01 00:00:00,92,5833.600000000001
Kiambu,2003,1,2003-04-19 00:00:00,2003-08-15 12:00:00,118,10866.500000000005
Kiambu,2003,2,2003-11-02 00:00:00,2004-01-28 12:00:00,87,2294.9999999999995
Kiambu,2004,1,2004-04-04 00:00:00,2004-07-13 00:00:00,100,3881.4000000000005
Kiambu,2004,3,2004-09-24 00:00:00,2005-01-26 00:00:00,124,9162.499999999998
Kiambu,2005,1,2005-04-08 00:00:00,2005-07-27 00:00:00,110,7051.3
Kiambu,2005,2,2005-10-24 00:00:00,2006-01-01 12:00:00,69,2562.399999999999
Kiambu,2006,1,2006-03-21 12:00:00,2006-07-29 12:00:00,130,6426.300000000001
Kiambu,2006,2,2006-11-03 00:00:00,2007-03-04 00:00:00,121,11926.099999999999
Kiambu,2007,1,2007-04-22 12:00:00,2007-07-30 12:00:00,99,2702.2999999999997
Kiambu,2007,2,2007-10-09 00:00:00,2008-01-30 12:00:00,113,2491.8999999999996
Kiambu,2008,1,2008-04-12 00:00:00,2008-07-16 00:00:00,95,1081.6999999999998
Kiambu,2008,2,2008-10-12 00:00:00,2008-12-29 00:00:00,78,4038.099999999999
Kiambu,2009,1,2009-04-18 00:00:00,2009-07-19 00:00:00,92,2837.4999999999995
Kiambu,2009,2,2009-10-23 00:00:00,2010-01-17 00:00:00,86,0.0
Kiambu,2010,1,2010-01-17 00:00:00,2010-08-31 00:00:00,226,3305.7000000000025
Kiambu,2010,2,2010-10-31 00:00:00,2011-01-09 00:00:00,70,2501.2999999999997
Kiambu,2011,1,2011-03-27 00:00:00,2011-07-12 00:00:00,107,4096.4
Kiambu,2011,2,2011-10-16 00:00:00,2012-01-16 00:00:00,92,9382.000000000002
Kiambu,2012,1,2012-04-16 12:00:00,2012-09-17 12:00:00,154,7306.600000000003
Kiambu,2012,2,2012-11-02 00:00:00,2013-01-29 00:00:00,88,3584.800000000001
Kiambu,2013,1,2013-04-08 00:00:00,2013-07-08 00:00:00,91,4316.499999999999
Kiambu,2013,2,2013-11-11 00:00:00,2014-02-10 00:00:00,91,3565.7
Kiambu,2014,1,2014-03-12 00:00:00,2014-07-04 00:00:00,114,2550.8
Kiambu,2014,3,2014-09-23 00:00:00,2015-03-11 00:00:00,169,15257.7
Kiambu,2015,1,2015-04-15 00:00:00,2015-08-25 00:00:00,132,8075.500000000002
Kiambu,2015,2,2015-11-02 00:00:00,2016-02-26 00:00:00,116,11871.2
Kiambu,2016,1,2016-04-30 00:00:00,2016-07-21 00:00:00,82,5038.200000000001
Kiambu,2016,3,2016-11-04 00:00:00,2017-01-27 00:00:00,84,9255.599999999997
Kiambu,2017,1,2017-04-12 00:00:00,2017-07-15 00:00:00,94,3231.399999999999
Kiambu,2017,2,2017-10-27 00:00:00,2018-01-11 00:00:00,76,5485.8
Kiambu,2018,1,2018-03-16 00:00:00,2018-08-07 00:00:00,144,14117.0
Kiambu,2018,2,2018-11-02 00:00:00,2019-01-29 00:00:00,88,4591.199999999999
Kiambu,2019,2,2019-05-05 00:00:00,2019-09-06 00:00:00,124,4888.5999999999985
Kiambu,2020,1,2020-10-20 12:00:00,2021-01-14 00:00:00,85,6267.3
Kiambu,2021,1,2021-03-27 00:00:00,2021-07-24 00:00:00,119,3790.8
Kiambu,2021,2,2021-11-17 12:00:00,2022-01-08 00:00:00,51,0.0
Kiambu,2022,1,2022-01-08 00:00:00,2022-06-24 00:00:00,167,4247.5
Kiambu,2022,2,2022-10-04 00:00:00,2023-01-18 00:00:00,106,5446.299999999998
Kiambu,2023,1,2023-04-05 00:00:00,2023-07-29 00:00:00,115,3087.1999999999994
Kiambu,2023,2,2023-11-03 12:00:00,2023-12-03 00:00:00,29,0.0
Kiambu,2024,1,2023-12-03 00:00:00,2024-08-25 00:00:00,266,26874.8
Kiambu,2024,3,2024-10-18 00:00:00,2024-12-18 00:00:00,61,6784.5
Kilifi,2000,1,2000-04-09 00:00:00,2000-08-10 00:00:00,123,9136.9
Kilifi,2000,2,2000-10-21 00:00:00,2001-01-22 12:00:00,93,10480.3
Kilifi,2001,1,2001-04-19 00:00:00,2001-08-18 00:00:00,121,9868.9
Kilifi,2001,2,2001-11-07 00:00:00,2002-01-28 12:00:00,82,7408.200000000001
Kilifi,2002,1,2002-04-10 00:00:00,2002-07-13 00:00:00,94,7653.3
Kilifi,2002,2,2002-10-08 00:00:00,2003-01-25 00:00:00,109,42624.80000000001
Kilifi,2003,1,2003-04-15 00:00:00,2003-08-06 00:00:00,113,12223.4
Kilifi,2003,2,2003-10-31 00:00:00,2004-03-21 00:00:00,142,22083.699999999997
Kilifi,2004,1,2004-04-04 00:00:00,2004-08-08 00:00:00,126,4453.999999999999
Kilifi,2004,2,2004-10-20 00:00:00,2005-01-07 00:00:00,79,17976.1
Kilifi,2005,1,2005-04-04 00:00:00,2005-08-05 00:00:00,123,13601.600000000002
Kilifi,2005,2,2005-10-30 00:00:00,2006-01-04 00:00:00,66,8741.699999999999
Kilifi,2006,1,2006-04-04 00:00:00,2006-08-21 00:00:00,139,13215.099999999999
Kilifi,2006,2,2006-10-11 00:00:00,2007-02-14 00:00:00,126,27878.70000000001
Kilifi,2007,1,2007-04-27 12:00:00,2007-08-17 00:00:00,111,17856.199999999997
Kilifi,2007,2,2007-10-23 00:00:00,2008-01-23 00:00:00,92,10968.9
Kilifi,2008,1,2008-04-06 00:00:00,2008-08-06 00:00:00,122,15059.0
Kilifi,2008,2,2008-10-30 00:00:00,2009-01-01 00:00:00,63,10119.699999999997
Kilifi,2009,1,2009-05-07 00:00:00,2009-08-11 00:00:00,96,6774.600000000001
Kilifi,2009,2,2009-10-24 00:00:00,2010-01-30 00:00:00,98,18574.599999999995
Kilifi,2010,1,2010-04-01 00:00:00,2010-08-12 00:00:00,133,17469.3
Kilifi,2010,3,2010-10-31 00:00:00,2011-02-01 00:00:00,93,19169.4
Kilifi,2011,1,2011-03-30 00:00:00,2011-06-23 00:00:00,85,7685.600000000001
Kilifi,2011,2,2011-10-15 00:00:00,2012-01-17 00:00:00,94,15902.099999999997
Kilifi,2012,1,2012-05-09 00:00:00,2012-09-05 00:00:00,119,9859.299999999997
Kilifi,2012,3,2012-10-02 00:00:00,2013-01-22 00:00:00,112,35606.01000000001
Kilifi,2013,1,2013-04-06 12:00:00,2013-07-24 12:00:00,109,11774.699999999999
